"","APMC","Commodity","Year","Month","arrivals_in_qtl","min_price","max_price","modal_price","date","district_name","state_name","trend","detrended_m","seasonal_m","residual_m","deseasonalised","raw_comp","deseas_comp"
"15297","purna","pigeon pea (tur)",2016,"October",7,5637,6130,5643,"2016-10","Parbhani","Maharashtra",7160.66666666667,0.788055115910995,0.998840875113005,0.788969630244495,5649.54853230408,"above msp","above msp"
"15298","sailu","pigeon pea (tur)",2016,"October",71,6234,6449,6260,"2016-10","Parbhani","Maharashtra",7024,0.89123006833713,0.998840875113005,0.892264314109391,6267.26454230436,"above msp","above msp"
"15299","sonpeth","pigeon pea (tur)",2016,"October",95,5840,6271,6151,"2016-10","Parbhani","Maharashtra",6836.58333333333,0.899718426601982,0.998840875113005,0.900762522859501,6158.13805107255,"above msp","above msp"
"15300","jintur","pigeon pea (tur)",2016,"September",100,6006,6330,6211,"2016-09","Parbhani","Maharashtra",6665.91666666667,0.931754822417522,0.975138040030273,0.955510690966989,6369.35464009504,"above msp","above msp"
"15301","manwat","pigeon pea (tur)",2016,"September",31,6200,6450,6300,"2016-09","Parbhani","Maharashtra",6515.25,0.96696212731668,0.975138040030273,0.991615635553158,6460.62376953771,"above msp","above msp"
"15302","parbhani","pigeon pea (tur)",2016,"September",26,5800,6600,6400,"2016-09","Parbhani","Maharashtra",6363.91666666667,1.00566998834575,0.975138040030273,1.03131038587576,6563.17335318117,"above msp","above msp"
"15303","pathari","pigeon pea (tur)",2016,"September",12,5941,6392,6300,"2016-09","Parbhani","Maharashtra",6203.5,1.01555573466591,0.975138040030273,1.04144817756713,6460.62376953771,"above msp","above msp"
"15304","purna","pigeon pea (tur)",2016,"September",9,6100,6520,6200,"2016-09","Parbhani","Maharashtra",6015.58333333333,1.0306564893956,0.975138040030273,1.05693393866944,6358.07418589426,"above msp","above msp"
"15305","sailu","pigeon pea (tur)",2016,"September",148,6248,6508,6346,"2016-09","Parbhani","Maharashtra",6131.91666666667,1.03491295543808,0.975138040030273,1.06129892687393,6507.7965780137,"above msp","above msp"
"15306","sonpeth","pigeon pea (tur)",2016,"September",79,5986,6494,6383,"2016-09","Parbhani","Maharashtra",6165.91666666667,1.03520698463327,0.975138040030273,1.06160045258939,6545.73992396178,"above msp","above msp"
"15307","dound","pigeon pea (tur)",2016,"April",19,6250,6950,6750,"2016-04","Pune","Maharashtra",6250.25,1.07995680172793,1.03156571908827,1.04691032451372,6543.45125579186,"above msp","above msp"
"15308","indapur","pigeon pea (tur)",2016,"April",7,7338,7513,7488,"2016-04","Pune","Maharashtra",6369.33333333333,1.17563324262089,1.03156571908827,1.13965908411531,7258.86859309177,"above msp","above msp"
"15309","indapur-bhigwan","pigeon pea (tur)",2016,"April",6,6188,7163,6938,"2016-04","Pune","Maharashtra",6477.25,1.07113358292485,1.03156571908827,1.03835709456451,6725.69849076799,"above msp","above msp"
"15310","nira-saswad","pigeon pea (tur)",2016,"April",31,5625,6125,5875,"2016-04","Pune","Maharashtra",6445.16666666667,0.911535776163016,1.03156571908827,0.883642950997496,5695.22609300403,"above msp","above msp"
"15311","shirur","pigeon pea (tur)",2016,"April",10,6875,6900,6900,"2016-04","Pune","Maharashtra",6507.58333333333,1.06030144318808,1.03156571908827,1.02785641628844,6688.86128369835,"above msp","above msp"
"15312","dound","pigeon pea (tur)",2016,"August",44,6125,6950,6675,"2016-08","Pune","Maharashtra",6546.25,1.01966774871109,1.02735547796164,0.992516972542161,6497.26423150412,"above msp","above msp"
"15313","indapur-bhigwan","pigeon pea (tur)",2016,"August",1,6300,6300,6300,"2016-08","Pune","Maharashtra",6546.25,0.962383043727325,1.02735547796164,0.936757592062264,6132.2493870376,"above msp","above msp"
"15314","nira-saswad","pigeon pea (tur)",2016,"August",2,6500,6500,6500,"2016-08","Pune","Maharashtra",6554.58333333333,0.991672493802047,1.02735547796164,0.965267149565023,6326.92397075308,"above msp","above msp"
"15315","shirur","pigeon pea (tur)",2016,"August",1,4700,4700,4700,"2016-08","Pune","Maharashtra",6421.25,0.731944714814094,1.02735547796164,0.712455163295894,4574.85271731376,"above msp","below msp"
"15316","baramati","pigeon pea (tur)",2016,"February",470,5514,7220,6964,"2016-02","Pune","Maharashtra",6484.91666666667,1.07387655970907,0.941951559264073,1.14005497326005,7393.16149701034,"above msp","above msp"
"15317","dound","pigeon pea (tur)",2016,"February",120,6700,7192,7000,"2016-02","Pune","Maharashtra",6539.41666666667,1.07043186828591,0.941951559264073,1.13639800025621,7431.3800228421,"above msp","above msp"
"15318","indapur","pigeon pea (tur)",2016,"February",15,6963,6963,6963,"2016-02","Pune","Maharashtra",6587.75,1.05696178513149,0.941951559264073,1.12209781356196,7392.09987129279,"above msp","above msp"
"15319","indapur-bhigwan","pigeon pea (tur)",2016,"February",71,5725,6888,6433,"2016-02","Pune","Maharashtra",6561.33333333333,0.980440967283073,0.941951559264073,1.0408613454062,6829.43824099189,"above msp","above msp"
"15320","nira-saswad","pigeon pea (tur)",2016,"February",10,6300,7000,6600,"2016-02","Pune","Maharashtra",6487.33333333333,1.01736717706299,0.941951559264073,1.08006315936017,7006.72973582255,"above msp","above msp"
"15321","shirur","pigeon pea (tur)",2016,"February",24,6333,6440,6400,"2016-02","Pune","Maharashtra",6442.5,0.993403181994567,0.941951559264073,1.05462236590031,6794.40459231278,"above msp","above msp"
"15322","baramati","pigeon pea (tur)",2016,"January",159,7250,8250,7450,"2016-01","Pune","Maharashtra",6573.75,1.1332953032896,1.01446063630114,1.11714073738902,7343.80392241109,"above msp","above msp"
"15323","dound","pigeon pea (tur)",2016,"January",87,6160,7259,7163,"2016-01","Pune","Maharashtra",6595.66666666667,1.08601607115783,1.01446063630114,1.07053544740542,7060.894965937,"above msp","above msp"
"15324","indapur","pigeon pea (tur)",2016,"January",80,7467,7900,7657,"2016-01","Pune","Maharashtra",6677.5,1.14668663421939,1.01446063630114,1.13034118149755,7547.8532394499,"above msp","above msp"
"15325","indapur (nimgaon ketki)","pigeon pea (tur)",2016,"January",1,8700,8700,8700,"2016-01","Pune","Maharashtra",6877.5,1.2649945474373,1.01446063630114,1.24696267373136,8575.98578858745,"above msp","above msp"
"15326","indapur-bhigwan","pigeon pea (tur)",2016,"January",230,6260,7804,7222,"2016-01","Pune","Maharashtra",6937.66666666667,1.04098400038438,1.01446063630114,1.02614528660268,7119.05395002053,"above msp","above msp"
"15327","nira-saswad","pigeon pea (tur)",2016,"January",19,6300,7025,6663,"2016-01","Pune","Maharashtra",7101.25,0.938285513113888,1.01446063630114,0.92491071564393,6568.02221946646,"above msp","above msp"
"15328","shirur","pigeon pea (tur)",2016,"January",47,6624,6916,6847,"2016-01","Pune","Maharashtra",7091.5,0.965522103927237,1.01446063630114,0.951759062281269,6749.39939016762,"above msp","above msp"
"15329","baramati","pigeon pea (tur)",2016,"July",7,6611,7552,7100,"2016-07","Pune","Maharashtra",7099.83333333333,1.00002347472945,1.094273993039,0.913869360956119,6488.32015122828,"above msp","above msp"
"15330","indapur-bhigwan","pigeon pea (tur)",2016,"July",1,5000,5000,5000,"2016-07","Pune","Maharashtra",6936.25,0.720850603712381,1.094273993039,0.658747816632692,4569.23954311851,"above msp","below msp"
"15331","nira-saswad","pigeon pea (tur)",2016,"July",1,6000,6000,6000,"2016-07","Pune","Maharashtra",6900.16666666667,0.869544213907877,1.094273993039,0.794631161335554,5483.08745174221,"above msp","above msp"
"15332","shirur","pigeon pea (tur)",2016,"July",1,7300,7300,7300,"2016-07","Pune","Maharashtra",6958.5,1.0490766688223,1.094273993039,0.958696519789182,6671.08973295302,"above msp","above msp"
"15333","baramati","pigeon pea (tur)",2016,"June",24,6430,7340,6842,"2016-06","Pune","Maharashtra",6995.33333333333,0.978080625178691,1.06067414583033,0.922131107865382,6450.6144765543,"above msp","above msp"
"15334","dound","pigeon pea (tur)",2016,"June",6,6767,6833,6767,"2016-06","Pune","Maharashtra",6938.41666666667,0.975294555674325,1.06067414583033,0.919504410952558,6379.90473002674,"above msp","above msp"
"15335","indapur","pigeon pea (tur)",2016,"June",2,7000,7000,7000,"2016-06","Pune","Maharashtra",6924.83333333333,1.0108546535416,1.06067414583033,0.953030351041763,6599.57634257237,"above msp","above msp"
"15336","indapur-bhigwan","pigeon pea (tur)",2016,"June",2,5050,5550,5550,"2016-06","Pune","Maharashtra",6749.25,0.822313590398933,1.06067414583033,0.775274473910363,5232.52124303952,"above msp","above msp"
"15337","shirur","pigeon pea (tur)",2016,"June",4,7000,7000,7000,"2016-06","Pune","Maharashtra",6607.58333333333,1.05938883353722,1.06067414583033,0.998788211913942,6599.57634257237,"above msp","above msp"
"15338","baramati","pigeon pea (tur)",2016,"March",49,5950,6500,6400,"2016-03","Pune","Maharashtra",6539.08333333333,0.978730454064663,0.9317515690326,1.05041996879151,6868.78371092507,"above msp","above msp"
"15339","dound","pigeon pea (tur)",2016,"March",79,6083,6784,6567,"2016-03","Pune","Maharashtra",6531.08333333333,1.00549934288594,0.9317515690326,1.07914961058763,7048.01603588202,"above msp","above msp"
"15340","indapur","pigeon pea (tur)",2016,"March",13,5900,5900,5900,"2016-03","Pune","Maharashtra",6452.16666666667,0.91442151215354,0.9317515690326,0.981400560562455,6332.15998350905,"above msp","above msp"
"15341","indapur (nimgaon ketki)","pigeon pea (tur)",2016,"March",1,6025,6025,6025,"2016-03","Pune","Maharashtra",6362.58333333333,0.946942410708439,0.9317515690326,1.01630353216535,6466.31591536306,"above msp","above msp"
"15342","indapur-bhigwan","pigeon pea (tur)",2016,"March",12,5700,6575,6250,"2016-03","Pune","Maharashtra",6466.75,0.966482390690842,0.9317515690326,1.03727476594893,6707.79659270027,"above msp","above msp"
"15343","nira-saswad","pigeon pea (tur)",2016,"March",42,5220,5880,5550,"2016-03","Pune","Maharashtra",6429.25,0.863242213321927,0.9317515690326,0.926472508351337,5956.52337431784,"above msp","above msp"
"15344","shirur","pigeon pea (tur)",2016,"March",12,6146,6164,6164,"2016-03","Pune","Maharashtra",6334.58333333333,0.973071104387292,0.9317515690326,1.04434608615427,6615.49731158471,"above msp","above msp"
"15345","baramati","pigeon pea (tur)",2016,"May",16,6375,6548,6456,"2016-05","Pune","Maharashtra",6302.41666666667,1.02436895899721,1.01193661781943,1.01228569157283,6379.84621399679,"above msp","above msp"
"15346","indapur","pigeon pea (tur)",2016,"May",6,8000,8000,8000,"2016-05","Pune","Maharashtra",6405.16666666667,1.24899169940933,1.01193661781943,1.23425882354245,7905.6334745933,"above msp","above msp"
"15347","indapur-bhigwan","pigeon pea (tur)",2016,"May",8,6000,6651,6596,"2016-05","Pune","Maharashtra",6371.5,1.03523503099741,1.01193661781943,1.02302358939059,6518.19479980218,"above msp","above msp"
"15348","nira-saswad","pigeon pea (tur)",2016,"May",17,5733,6133,5933,"2016-05","Pune","Maharashtra",6403.41666666667,0.926536614567744,1.01193661781943,0.915607359445388,5863.01542559526,"above msp","above msp"
"15349","shirur","pigeon pea (tur)",2016,"May",4,6350,6350,6350,"2016-05","Pune","Maharashtra",6349.25,1.0001181241879,1.01193661781943,0.988320915140911,6275.09657045843,"above msp","above msp"
"15350","dound","pigeon pea (tur)",2016,"October",7,5050,5500,5300,"2016-10","Pune","Maharashtra",6257.58333333333,0.846972340227191,0.998840875113005,0.847955226232975,5306.15049108836,"above msp","above msp"
"15351","indapur","pigeon pea (tur)",2016,"October",1,5300,5300,5300,"2016-10","Pune","Maharashtra",6152,0.861508452535761,0.998840875113005,0.862508207264038,5306.15049108836,"above msp","above msp"
"15352","indapur","pigeon pea (tur)",2016,"September",3,5926,5926,5926,"2016-09","Pune","Maharashtra",6154.16666666667,0.962924847664184,0.975138040030273,0.987475422079001,6077.08832671119,"above msp","above msp"
"15353","indapur-bhigwan","pigeon pea (tur)",2016,"September",21,5233,5667,5600,"2016-09","Pune","Maharashtra",6118.75,0.915219611848825,0.975138040030273,0.938553901374222,5742.77668403352,"above msp","above msp"
"15354","shirur","pigeon pea (tur)",2016,"September",3,4400,4400,4400,"2016-09","Pune","Maharashtra",5964.58333333333,0.737687740132728,0.975138040030273,0.75649570609493,4512.18168031205,"below msp","below msp"
"15355","sangali","pigeon pea (tur)",2016,"April",16,7667,9833,9100,"2016-04","Sangli","Maharashtra",6260.41666666667,1.45357737104825,1.03156571908827,1.40909817392242,8821.54169299347,"above msp","above msp"
"15356","sangali","pigeon pea (tur)",2016,"August",6,5200,7000,6600,"2016-08","Sangli","Maharashtra",6296.75,1.04815976495811,1.02735547796164,1.02025032955268,6424.26126261081,"above msp","above msp"
"15357","sangali","pigeon pea (tur)",2016,"February",3,7250,9000,8550,"2016-02","Sangli","Maharashtra",6471.25,1.32122851072049,0.941951559264073,1.40265016573967,9076.89988504285,"above msp","above msp"
"15358","sangali","pigeon pea (tur)",2016,"January",85,7300,9250,8800,"2016-01","Sangli","Maharashtra",6537.91666666667,1.34599451915111,1.01446063630114,1.32680803077661,8674.56033788156,"above msp","above msp"
"15359","sangali","pigeon pea (tur)",2016,"June",8,7500,9500,9000,"2016-06","Sangli","Maharashtra",6738.25,1.33565836827069,1.06067414583033,1.25925419557115,8485.16958330733,"above msp","above msp"
"15360","sangali","pigeon pea (tur)",2016,"May",4,8000,9000,8700,"2016-05","Sangli","Maharashtra",6968.83333333333,1.24841556453734,1.01193661781943,1.23368948465122,8597.37640362021,"above msp","above msp"
"15361","sangali","pigeon pea (tur)",2016,"October",62,6000,8000,7600,"2016-10","Sangli","Maharashtra",7073,1.07450869503747,0.998840875113005,1.07575563016071,7608.8195721267,"above msp","above msp"
"15362","sangali","pigeon pea (tur)",2016,"September",26,6000,7250,6950,"2016-09","Sangli","Maharashtra",7210.5,0.963872130920186,0.975138040030273,0.988446857113955,7127.19606322017,"above msp","above msp"
"15363","akkolkot","pigeon pea (tur)",2016,"April",662,8746,9342,9188,"2016-04","Solapur","Maharashtra",7534.5,1.21945716371358,1.03156571908827,1.18214200137571,8906.84890936528,"above msp","above msp"
"15364","barshi","pigeon pea (tur)",2016,"April",2503,7847,8709,8304,"2016-04","Solapur","Maharashtra",7732.66666666667,1.07388567979998,1.03156571908827,1.04102497778727,8049.89914490306,"above msp","above msp"
"15365","barshi-vairag","pigeon pea (tur)",2016,"April",110,7505,8367,8117,"2016-04","Solapur","Maharashtra",7942.41666666667,1.02198113504496,1.03156571908827,0.990708702445264,7868.62131011297,"above msp","above msp"
"15366","dudhani","pigeon pea (tur)",2016,"April",3813,8406,9415,9098,"2016-04","Solapur","Maharashtra",8333.91666666667,1.09168358214925,1.03156571908827,1.05827826763583,8819.60289262139,"above msp","above msp"
"15367","kurdwadi","pigeon pea (tur)",2016,"April",10,8033,8233,8133,"2016-04","Solapur","Maharashtra",8253.33333333333,0.985420032310178,1.03156571908827,0.955266362652221,7884.13171308966,"above msp","above msp"
"15368","mangalwedha","pigeon pea (tur)",2016,"April",4,7300,7300,7300,"2016-04","Solapur","Maharashtra",8311.66666666667,0.878283537196711,1.03156571908827,0.851408224357206,7076.62135811564,"above msp","above msp"
"15369","solapur","pigeon pea (tur)",2016,"April",416,8123,8965,8711,"2016-04","Solapur","Maharashtra",8325.08333333333,1.04635589233341,1.03156571908827,1.01433759669545,8444.44502062265,"above msp","above msp"
"15370","barshi","pigeon pea (tur)",2016,"August",716,5818,6690,6285,"2016-08","Solapur","Maharashtra",8115.5,0.774443965251679,1.02735547796164,0.753822782731678,6117.64879325894,"above msp","above msp"
"15371","dudhani","pigeon pea (tur)",2016,"August",1131,5304,5864,5725,"2016-08","Solapur","Maharashtra",7842.58333333333,0.729989055477043,1.02735547796164,0.710551577459246,5572.55995885559,"above msp","above msp"
"15372","kurdwadi","pigeon pea (tur)",2016,"August",3,5800,5800,5800,"2016-08","Solapur","Maharashtra",7600.91666666667,0.763065858284637,1.02735547796164,0.742747641545283,5645.5629277489,"above msp","above msp"
"15373","solapur","pigeon pea (tur)",2016,"August",99,5754,5878,5816,"2016-08","Solapur","Maharashtra",7452.25,0.780435438961387,1.02735547796164,0.759654720983077,5661.13689444614,"above msp","above msp"
"15374","akkolkot","pigeon pea (tur)",2016,"February",775,8115,8646,8408,"2016-02","Solapur","Maharashtra",7573.75,1.1101501898003,0.941951559264073,1.17856399183376,8926.14903315091,"above msp","above msp"
"15375","barshi","pigeon pea (tur)",2016,"February",5245,7111,8038,7655,"2016-02","Solapur","Maharashtra",7446,1.02806876175128,0.941951559264073,1.09142423688378,8126.74486783661,"above msp","above msp"
"15376","barshi-vairag","pigeon pea (tur)",2016,"February",530,6330,7474,7076,"2016-02","Solapur","Maharashtra",7343.66666666667,0.96355135944805,0.941951559264073,1.02293090336923,7512.06357737581,"above msp","above msp"
"15377","dudhani","pigeon pea (tur)",2016,"February",14205,7325,8817,8380,"2016-02","Solapur","Maharashtra",7365.58333333333,1.1377238734203,0.941951559264073,1.20783692349231,8896.42351305954,"above msp","above msp"
"15378","karmala","pigeon pea (tur)",2016,"February",39,6533,7833,7267,"2016-02","Solapur","Maharashtra",7213,1.0074864827395,0.941951559264073,1.06957356015911,7714.83408942765,"above msp","above msp"
"15379","kurdwadi","pigeon pea (tur)",2016,"February",19530,5857,6200,6028,"2016-02","Solapur","Maharashtra",7037.58333333333,0.85654403145019,0.941951559264073,0.909329172000511,6399.4798253846,"above msp","above msp"
"15380","kurdwadi-modnimb","pigeon pea (tur)",2016,"February",73,5329,7686,7108,"2016-02","Solapur","Maharashtra",7021.58333333333,1.01230729061584,0.941951559264073,1.07469145377999,7546.03560033738,"above msp","above msp"
"15381","mangalwedha","pigeon pea (tur)",2016,"February",15,6250,6801,6300,"2016-02","Solapur","Maharashtra",6820.66666666667,0.923663376014075,0.941951559264073,0.980584794334555,6688.24202055789,"above msp","above msp"
"15382","mohol","pigeon pea (tur)",2016,"February",5,8078,8078,8078,"2016-02","Solapur","Maharashtra",6970.08333333333,1.1589531449887,0.941951559264073,1.23037446415415,8575.81254635978,"above msp","above msp"
"15383","pandharpur","pigeon pea (tur)",2016,"February",4,8200,8200,8200,"2016-02","Solapur","Maharashtra",7176.33333333333,1.14264480468206,0.941951559264073,1.21306111067408,8705.33088390074,"above msp","above msp"
"15384","solapur","pigeon pea (tur)",2016,"February",364,7467,8657,8074,"2016-02","Solapur","Maharashtra",7365.83333333333,1.09614209752234,0.941951559264073,1.16369264081768,8571.56604348959,"above msp","above msp"
"15385","akkolkot","pigeon pea (tur)",2016,"January",2229,9029,9641,9368,"2016-01","Solapur","Maharashtra",7661.83333333333,1.22268386591547,1.01446063630114,1.20525511011796,9234.4637778721,"above msp","above msp"
"15386","barshi","pigeon pea (tur)",2016,"January",15051,7535,8930,8343,"2016-01","Solapur","Maharashtra",7656.41666666667,1.08967423838393,1.01446063630114,1.07414146926097,8224.07464760748,"above msp","above msp"
"15387","barshi-vairag","pigeon pea (tur)",2016,"January",1838,7311,8676,8254,"2016-01","Solapur","Maharashtra",7706.33333333333,1.0710670876768,1.01446063630114,1.05579955431494,8136.34329873573,"above msp","above msp"
"15388","dudhani","pigeon pea (tur)",2016,"January",10444,8888,9760,9473,"2016-01","Solapur","Maharashtra",7906.08333333333,1.19819126621905,1.01446063630114,1.1811116403568,9337.96705463091,"above msp","above msp"
"15389","karmala","pigeon pea (tur)",2016,"January",95,7000,8300,8000,"2016-01","Solapur","Maharashtra",7874.41666666667,1.01594827130052,1.01446063630114,1.00146642949578,7885.96394352869,"above msp","above msp"
"15390","kurdwadi","pigeon pea (tur)",2016,"January",61,7575,8388,7977,"2016-01","Solapur","Maharashtra",7933.58333333333,1.00547251662238,1.01446063630114,0.991140001536638,7863.29179719104,"above msp","above msp"
"15391","kurdwadi-modnimb","pigeon pea (tur)",2016,"January",72,6570,8324,7654,"2016-01","Solapur","Maharashtra",8069.08333333333,0.948558799533198,1.01446063630114,0.935037561429457,7544.89600297107,"above msp","above msp"
"15392","mangalwedha","pigeon pea (tur)",2016,"January",24,7830,8630,8260,"2016-01","Solapur","Maharashtra",8165.08333333333,1.01162470274849,1.01446063630114,0.997204491282192,8142.25777169337,"above msp","above msp"
"15393","solapur","pigeon pea (tur)",2016,"January",1132,7726,9120,8775,"2016-01","Solapur","Maharashtra",8371.33333333333,1.04822011626981,1.01446063630114,1.03327825522315,8649.91670055803,"above msp","above msp"
"15394","barshi","pigeon pea (tur)",2016,"July",197,7193,8054,7642,"2016-07","Solapur","Maharashtra",8335,0.916856628674265,1.094273993039,0.837867512621755,6983.62571770233,"above msp","above msp"
"15395","barshi-vairag","pigeon pea (tur)",2016,"July",12,6238,6238,6238,"2016-07","Solapur","Maharashtra",8171.5,0.763384935446368,1.094273993039,0.697617726732503,5700.58325399465,"above msp","above msp"
"15396","dudhani","pigeon pea (tur)",2016,"July",641,8213,9173,8893,"2016-07","Solapur","Maharashtra",8239.75,1.07928031797081,1.094273993039,0.986298061396351,8126.84945139058,"above msp","above msp"
"15397","kurdwadi","pigeon pea (tur)",2016,"July",9,6100,6767,6433,"2016-07","Solapur","Maharashtra",7995.16666666667,0.804611119217861,1.094273993039,0.735292188552618,5878.78359617627,"above msp","above msp"
"15398","mangalwedha","pigeon pea (tur)",2016,"July",2,6800,6800,6800,"2016-07","Solapur","Maharashtra",7866.58333333333,0.864415936609498,1.094273993039,0.789944695851588,6214.16577864117,"above msp","above msp"
"15399","mohol","pigeon pea (tur)",2016,"July",4,6000,7500,6700,"2016-07","Solapur","Maharashtra",7737.08333333333,0.865959394690075,1.094273993039,0.791355181790572,6122.7809877788,"above msp","above msp"
"15400","solapur","pigeon pea (tur)",2016,"July",142,7327,8216,7975,"2016-07","Solapur","Maharashtra",7612.25,1.04765345331538,1.094273993039,0.957395917274659,7287.93707127402,"above msp","above msp"
"15401","akkolkot","pigeon pea (tur)",2016,"June",13,8700,9100,8900,"2016-06","Solapur","Maharashtra",7687.25,1.15776122800741,1.06067414583033,1.0915333729579,8390.88992127058,"above msp","above msp"
"15402","barshi","pigeon pea (tur)",2016,"June",1337,7405,8439,8055,"2016-06","Solapur","Maharashtra",7693.75,1.04695369618197,1.06067414583033,0.9870644064416,7594.22677706006,"above msp","above msp"
"15403","barshi-vairag","pigeon pea (tur)",2016,"June",195,8396,8629,8568,"2016-06","Solapur","Maharashtra",7769.91666666667,1.10271452932786,1.06067414583033,1.03963553148042,8077.88144330858,"above msp","above msp"
"15404","dudhani","pigeon pea (tur)",2016,"June",4309,8086,9056,8723,"2016-06","Solapur","Maharashtra",7808.5,1.11711596337325,1.06067414583033,1.05321315482686,8224.01491946554,"above msp","above msp"
"15405","karmala","pigeon pea (tur)",2016,"June",6,7300,7300,7300,"2016-06","Solapur","Maharashtra",7685.58333333333,0.949830309995988,1.06067414583033,0.895496806186814,6882.41532868261,"above msp","above msp"
"15406","kurdwadi","pigeon pea (tur)",2016,"June",6,6500,6500,6500,"2016-06","Solapur","Maharashtra",7590.41666666667,0.856342976340781,1.06067414583033,0.807357263969518,6128.17803238863,"above msp","above msp"
"15407","kurdwadi-modnimb","pigeon pea (tur)",2016,"June",3,7619,7619,7619,"2016-06","Solapur","Maharashtra",7705.5,0.98877425215755,1.06067414583033,0.932213023240521,7183.16745057984,"above msp","above msp"
"15408","solapur","pigeon pea (tur)",2016,"June",583,7908,8600,8463,"2016-06","Solapur","Maharashtra",7669.66666666667,1.10343778521448,1.06067414583033,1.04031741468599,7978.88779816999,"above msp","above msp"
"15409","akkolkot","pigeon pea (tur)",2016,"March",77,8060,8480,8260,"2016-03","Solapur","Maharashtra",7821.91666666667,1.05600715937057,0.9317515690326,1.13335699607888,8865.02397691267,"above msp","above msp"
"15410","barshi","pigeon pea (tur)",2016,"March",1378,7081,7748,7327,"2016-03","Solapur","Maharashtra",7865.83333333333,0.931496980612353,0.9317515690326,0.99972676362594,7863.68410155438,"above msp","above msp"
"15411","barshi-vairag","pigeon pea (tur)",2016,"March",253,6336,7363,7156,"2016-03","Solapur","Maharashtra",7903.83333333333,0.905383463720136,0.9317515690326,0.971700498084655,7680.1587867781,"above msp","above msp"
"15412","dudhani","pigeon pea (tur)",2016,"March",2829,6979,8407,8057,"2016-03","Solapur","Maharashtra",7910.66666666667,1.01849823023765,0.9317515690326,1.0931006333535,8647.15474358177,"above msp","above msp"
"15413","kurdwadi","pigeon pea (tur)",2016,"March",15,5909,5909,5909,"2016-03","Solapur","Maharashtra",7661.41666666667,0.771267280855368,0.9317515690326,0.827760646173254,6341.81921060254,"above msp","above msp"
"15414","kurdwadi-modnimb","pigeon pea (tur)",2016,"March",13,5567,7096,6734,"2016-03","Solapur","Maharashtra",7551.33333333333,0.89176304405403,0.9317515690326,0.957082417344262,7227.24836083897,"above msp","above msp"
"15415","mangalwedha","pigeon pea (tur)",2016,"March",2,7050,7050,7050,"2016-03","Solapur","Maharashtra",7424.83333333333,0.949516262991313,0.9317515690326,1.01906591257706,7566.3945565659,"above msp","above msp"
"15416","mohol","pigeon pea (tur)",2016,"March",2,7590,7590,7590,"2016-03","Solapur","Maharashtra",7330.41666666667,1.03541181151594,0.9317515690326,1.11125309141252,8145.9481821752,"above msp","above msp"
"15417","pandharpur","pigeon pea (tur)",2016,"March",2,7280,7280,7280,"2016-03","Solapur","Maharashtra",7328.75,0.993348115299335,0.9317515690326,1.06610833650722,7813.24147117727,"above msp","above msp"
"15418","solapur","pigeon pea (tur)",2016,"March",177,7370,7937,7788,"2016-03","Solapur","Maharashtra",7436.08333333333,1.04732554099941,0.9317515690326,1.1240394712582,8358.45117823195,"above msp","above msp"
"15419","akkolkot","pigeon pea (tur)",2016,"May",174,9033,9372,9250,"2016-05","Solapur","Maharashtra",7572,1.2216059165346,1.01193661781943,1.20719607831465,9140.8887049985,"above msp","above msp"
"15420","akluj","pigeon pea (tur)",2016,"May",3,7702,7702,7702,"2016-05","Solapur","Maharashtra",7508.58333333333,1.02575940867674,1.01193661781943,1.01365973976423,7611.1486276647,"above msp","above msp"
"15421","barshi","pigeon pea (tur)",2016,"May",1565,7539,8357,8001,"2016-05","Solapur","Maharashtra",7487,1.06865233070656,1.01193661781943,1.05604670479199,7906.62167877762,"above msp","above msp"
"15422","barshi-vairag","pigeon pea (tur)",2016,"May",33,7133,7567,7567,"2016-05","Solapur","Maharashtra",7507,1.00799254029572,1.01193661781943,0.996102446087776,7477.74106278094,"above msp","above msp"
"15423","dudhani","pigeon pea (tur)",2016,"May",2353,8003,9159,8836,"2016-05","Solapur","Maharashtra",7647,1.15548581142932,1.01193661781943,1.14185591378165,8731.7721726883,"above msp","above msp"
"15424","mangalwedha","pigeon pea (tur)",2016,"May",2,6800,6800,6800,"2016-05","Solapur","Maharashtra",7542.25,0.901587722496602,1.01193661781943,0.890952759906434,6719.7884534043,"above msp","above msp"
"15425","mohol","pigeon pea (tur)",2016,"May",3,8405,8405,8405,"2016-05","Solapur","Maharashtra",7750.25,1.08448114576949,1.01193661781943,1.07168880607007,8305.85616924459,"above msp","above msp"
"15426","solapur","pigeon pea (tur)",2016,"May",270,8270,8797,8596,"2016-05","Solapur","Maharashtra",7905.41666666667,1.0873557160175,1.01193661781943,1.07452946841729,8494.6031684505,"above msp","above msp"
"15427","akkolkot","pigeon pea (tur)",2016,"October",58,5956,6331,6181,"2016-10","Solapur","Maharashtra",7833,0.789097408400357,0.998840875113005,0.790013132283039,6188.17286517305,"above msp","above msp"
"15428","barshi","pigeon pea (tur)",2016,"October",326,5550,6072,5872,"2016-10","Solapur","Maharashtra",7689.83333333333,0.763605626476517,0.998840875113005,0.764491767910604,5878.8142799379,"above msp","above msp"
"15429","barshi-vairag","pigeon pea (tur)",2016,"October",3,4301,4301,4301,"2016-10","Solapur","Maharashtra",7441.58333333333,0.577968398302333,0.998840875113005,0.578639113299146,4305.9911815417,"below msp","below msp"
